what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319373304420
stopped,bundle,org.bazinga.Model,1.0.0.qualifier,"org.bazinga.Model",1319373305851
unresolved,bundle,org.bazinga.Model,1.0.0.qualifier,"org.bazinga.Model",1319373305851
uninstalled,bundle,org.bazinga.Model,1.0.0.qualifier,"org.bazinga.Model",1319373305851
unresolved,bundle,BAZINGA_app,0.1.0,"BAZINGA_app",1319373305927
uninstalled,bundle,BAZINGA_app,0.1.0,"BAZINGA_app",1319373305927
activated,editor,org.eclipse.acceleo.ide.ui,3.1.1.v20110914-0246,"org.eclipse.acceleo.ide.ui.editors.template.AcceleoEditor",1319373306978
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319373306978
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1319373307902
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319373308045
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319373308089
activated,editor,org.eclipse.acceleo.ide.ui,3.1.1.v20110914-0246,"org.eclipse.acceleo.ide.ui.editors.template.AcceleoEditor",1319373309545
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319373309545
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1319373310388
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319373310548
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319373310591
activated,editor,org.eclipse.acceleo.ide.ui,3.1.1.v20110914-0246,"org.eclipse.acceleo.ide.ui.editors.template.AcceleoEditor",1319373317287
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319373317287
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319373321437
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319373322099
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319373322733
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319373323762
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1319373329494
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319373329785
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319373330474
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1319373331173
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1319373334078
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319373334325
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1319373335200
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319373337415
installed,bundle,BAZINGA_app,0.1.0,"BAZINGA_app",1319373337885
resolved,bundle,BAZINGA_app,0.1.0,"BAZINGA_app",1319373337961
installed,bundle,org.bazinga.Model,1.0.0.qualifier,"org.bazinga.Model",1319373337963
resolved,bundle,org.bazinga.Model,1.0.0.qualifier,"org.bazinga.Model",1319373338042
started,bundle,org.bazinga.Model,1.0.0.qualifier,"org.bazinga.Model",1319373338043
stopped,bundle,org.bazinga.Model,1.0.0.qualifier,"org.bazinga.Model",1319373342937
unresolved,bundle,org.bazinga.Model,1.0.0.qualifier,"org.bazinga.Model",1319373342937
uninstalled,bundle,org.bazinga.Model,1.0.0.qualifier,"org.bazinga.Model",1319373342938
unresolved,bundle,BAZINGA_app,0.1.0,"BAZINGA_app",1319373343014
uninstalled,bundle,BAZINGA_app,0.1.0,"BAZINGA_app",1319373343014
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319373343106
