what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319364502567
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319364503429
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319364503751
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319364514140
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319364517136
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319364521502
activated,editor,org.eclipse.acceleo.ide.ui,3.1.1.v20110914-0246,"org.eclipse.acceleo.ide.ui.editors.template.AcceleoEditor",1319364524363
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1319364536283
started,bundle,org.eclipse.papyrus.table.instance,0.8.1.v201109161105,"org.eclipse.papyrus.table.instance",1319364539082
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1319364539579
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1319364539626
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319364541640
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1319364544860
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319364582275
started,bundle,org.eclipse.acceleo.engine,3.1.1.v20110914-0246,"org.eclipse.acceleo.engine",1319364582514
installed,bundle,org.bazinga.Model,1.0.0.qualifier,"org.bazinga.Model",1319364582522
resolved,bundle,org.bazinga.Model,1.0.0.qualifier,"org.bazinga.Model",1319364582658
started,bundle,org.bazinga.Model,1.0.0.qualifier,"org.bazinga.Model",1319364582661
started,bundle,org.eclipse.acceleo.traceability,3.1.1.v20110914-0246,"org.eclipse.acceleo.traceability",1319364582942
started,bundle,org.eclipse.emf.eef.mapping,1.0.1.v20110912-0930,"org.eclipse.emf.eef.mapping",1319364584425
started,bundle,org.eclipse.emf.eef.views,1.0.1.v20110912-0930,"org.eclipse.emf.eef.views",1319364584430
started,bundle,org.eclipse.emf.eef.components,1.0.1.v20110912-0930,"org.eclipse.emf.eef.components",1319364584445
started,bundle,org.eclipse.emf.codegen.ecore,2.7.0.v20110913-1156,"org.eclipse.emf.codegen.ecore",1319364584453
