what,kind,bundleId,bundleVersion,description,time
installed,bundle,BAZINGA_app,0.1.0,"BAZINGA_app",1319367116212
resolved,bundle,BAZINGA_app,0.1.0,"BAZINGA_app",1319367116272
installed,bundle,org.bazinga.Model,1.0.0.qualifier,"org.bazinga.Model",1319367116273
resolved,bundle,org.bazinga.Model,1.0.0.qualifier,"org.bazinga.Model",1319367116319
started,bundle,org.bazinga.Model,1.0.0.qualifier,"org.bazinga.Model",1319367116321
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1319367118604
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1319367119246
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319367119506
stopped,bundle,org.bazinga.Model,1.0.0.qualifier,"org.bazinga.Model",1319367119807
unresolved,bundle,org.bazinga.Model,1.0.0.qualifier,"org.bazinga.Model",1319367119808
uninstalled,bundle,org.bazinga.Model,1.0.0.qualifier,"org.bazinga.Model",1319367119808
unresolved,bundle,BAZINGA_app,0.1.0,"BAZINGA_app",1319367119852
uninstalled,bundle,BAZINGA_app,0.1.0,"BAZINGA_app",1319367119852
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319367119918
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319367124564
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319367125507
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319367125512
opened,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1319367126278
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1319367126294
activated,editor,org.eclipse.acceleo.ide.ui,3.1.1.v20110914-0246,"org.eclipse.acceleo.ide.ui.editors.template.AcceleoEditor",1319367131200
closed,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1319367131200
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1319367134576
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1319367138280
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1319367140948
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1319367142014
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1319367143628
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1319367150277
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1319367151279
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1319367160793
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1319367166121
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1319367167587
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1319367168154
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1319367168955
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1319367180724
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1319367182114
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1319367182981
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1319367183657
